Enfermedad,Autocorrelation,Correlation,JointEntropy,JointEnergy,Vasos,Manchas
2,1.61986108859243,0.9041735441679906,0.9327449657295834,0.6359117866248352,1.157404958677686,2.915567886658796
2,1.2240334452881774,0.522155382321688,0.7399325052646508,0.7706188111343769,0.856987012987013,1.5230460448642267
2,2.3406532380502503,0.8804889987466857,1.3175502405851798,0.4480758635862837,0.750495867768595,0.9754285714285714
2,1.626282696543079,0.7872993845186397,1.1165242291305317,0.5881076394122579,0.9492066115702479,0.6449539551357734
2,3.461843718788474,0.9370006147538793,0.7959784599395748,0.6915687518297691,1.3897473435655254,3.1352184179456906
2,2.8740090783287915,0.8804221886541361,1.252672591010233,0.48353133457846476,2.628063754427391,0.8256717827626918
2,3.944805702702131,0.8345843375797527,0.8274706781631852,0.7586258746649932,0.9023778040141677,3.693038961038961
2,2.197236408606183,0.9427126225295547,1.2862055935452499,0.49385635414465867,0.3945147579693034,2.4422951593860684
2,2.495497353711702,0.849241611291365,1.3837627228896487,0.43072821868753064,1.5298937426210153,0.4911404958677686
2,1.2248079163731629,0.7798820894331336,0.5137410992468303,0.8692525677148119,1.639848878394333,19.43766233766234
2,1.0491770684334543,0.5653061368307504,0.20723377640373733,0.94881204985092,0.4836198347107438,3.1110672963400234
2,2.7996244467366234,0.9035378729084375,1.2324565754741441,0.4793497352228117,2.0898417945690673,1.5033600944510035
2,2.4170217369293794,0.9190839021178576,1.2399493140108704,0.46231947029164655,1.3746351829988193,1.385012987012987
2,1.1094585333634737,0.8419326097328241,0.3015911173841342,0.9157819437977295,1.0404462809917356,1.5028736717827627
2,1.0461590311939317,0.46041897641976437,0.206717431077513,0.9482609676888373,1.6345855962219598,7.404880755608028
2,1.8883897458301195,0.9561676443087209,1.0068783973760769,0.5628405754189314,1.6712750885478158,1.1344840613931524
2,1.652268378162148,0.8971173420220991,0.9734847836677254,0.6191377584455949,0.7307768595041322,1.6452632821723732
2,5.509261642550926,0.956476522072341,1.760478204860736,0.33876329318617426,0.5898866587957498,27.403114521841793
2,1.616193568434411,0.9225778486995664,0.9007719050223707,0.6441896920212795,0.8604014167650531,0.696961038961039
2,2.024111064523045,0.947741901679551,1.086624764843029,0.5251058791897718,1.8667532467532468,1.8633931523022431
2,1.2104721150369997,0.4310612050113319,0.7570822715077651,0.7645852017190442,0.9492939787485242,0.7191404958677686
2,1.0416143285656958,0.2374641096249439,0.212155295185156,0.9441579425112603,0.8699574970484062,3.6163258559622196
2,3.5689919366730134,0.9177117536940482,1.3901615633386073,0.505394612005968,1.2711948051948052,3.1566399055489964
2,1.7424165957990319,0.9841121871614299,0.8576829152877579,0.6207974756400735,0.516370720188902,3.109216056670602
2,1.4775169558387509,0.9518824720696583,0.7264212439442211,0.7173162611791735,2.6851357733175916,1.7983896103896104
2,1.0739024665385097,0.7045174809467106,0.2583838880114659,0.9333094921819678,1.3464368358913814,0.676965761511216
2,2.200795702790862,0.7299486068563954,1.5400271374248784,0.39805787196048836,1.760710743801653,0.2517567886658796
2,1.159617513693581,0.7221961897681373,0.41512557671278033,0.8988836744449747,1.4091948051948051,17.91264935064935
2,1.4588568016082686,0.6037576866115342,1.105727046799699,0.6175445684965729,2.609017709563164,0.7420188902007084
2,1.381525231742136,0.9390337387742811,0.6462059076765777,0.7615193342121003,1.1963376623376623,1.333012987012987
1,4.468663089463443,0.9692089589669717,2.0107821854834746,0.309657580224545,5.3707650531286895,10.98583707201889
1,4.304353380868581,0.9446516784083614,1.5917023642388832,0.4299466376914772,1.2781889020070838,6.593232585596222
1,4.542930003883341,0.9303481358873796,1.4751684618418461,0.5138393553330318,0.3408051948051948,6.178899645808737
1,3.557764348166433,0.9252241039667866,0.7170498647725415,0.734908498102643,1.6613813459268005,7.557452184179457
1,7.392341180930313,0.951491681352928,1.9122630595147347,0.33540623188389507,5.529704840613931,18.333442739079103
1,2.224941636045875,0.9553858394481105,1.1265521182489313,0.49439830714591104,0.34087839433293976,1.5546658795749704
1,1.669787904467053,0.9476425904118065,0.898142797438879,0.6318405743447948,0.4141487603305785,1.9041629279811099
1,3.3535583695613154,0.9453287213301005,1.6241125324418857,0.39262125117442237,2.901582054309327,10.33692561983471
1,2.537394842319761,0.8917397317784741,1.30058189344918,0.44990626593559313,0.6703778040141677,0.2699220779220779
1,2.2239586997121346,0.9451466559210813,1.1530017812099649,0.48967369983847964,2.3097662337662337,2.014349468713105
1,2.379945840762189,0.9455273536205815,1.4001412855469746,0.4642300775789645,0.5722432113341204,6.561046044864226
1,1.9051353510041065,0.935614459333526,1.065720531116738,0.548515220172417,1.8509704840613932,3.681634002361275
1,3.981282539180575,0.9352170845622322,1.8849731814959356,0.35251242706944674,7.288722550177096,17.099232585596223
1,2.1425840141377126,0.9454616464732879,1.1329298834678057,0.5012384146004679,1.374198347107438,3.4099598583234947
1,4.265612725870189,0.9333454255389348,1.8118065013760893,0.35411560500413225,1.487456906729634,19.409789846517118
1,5.2883942224409894,0.9182315053499623,1.5220568994618453,0.43961130765295386,0.5049940968122786,10.434521841794568
1,3.0045797218530255,0.871087756510426,1.2127852068927907,0.5099909480222496,1.1851570247933885,3.3839291617473437
1,7.383305070379995,0.9518748617698107,1.5791778856417147,0.4233779083746353,0.20514757969303424,15.508217237308147
1,3.716332742321195,0.9716416963288682,1.6511073776477108,0.3977550853357791,0.18546399055489965,18.46689256198347
1,1.0383535401167423,0.254624354612916,0.1958534922587904,0.9494561324204331,2.3809964580873673,11.550158205430932
1,4.995756942587432,0.9296083657502772,1.6598027658369836,0.3948189407336069,0.8250979929161747,16.049305785123966
1,3.629236720601368,0.9331713363065122,0.6307165925500116,0.7729478867808806,2.176068476977568,12.140996458087367
1,5.029426383873089,0.9444558864848716,1.7048769378467712,0.3783430694164016,1.0158252656434474,15.452590318772137
1,7.109145934515694,0.9416141089768281,1.5999406238745937,0.4476065244785836,2.319534828807556,26.26187249114522
1,1.322518713041319,0.9634053537073195,0.550417645532228,0.7993797561402357,1.2199976387249114,4.405676505312869
1,5.045462210196421,0.9446629674615671,1.6520736831162908,0.394382408061699,0.3216363636363636,14.673572609208973
1,4.379686422032968,0.9577297951525632,1.3351527139542103,0.520270576287568,0.4029208972845337,13.617426210153482
1,1.676930579589329,0.9673483807873766,0.8566391769381823,0.6373018325538689,2.010897284533648,15.473452184179457
1,4.524911499139005,0.9599709747643882,1.7644466946757014,0.35482788046095326,2.435879574970484,33.84905312868949
1,1.0961236247616983,0.23676375911243774,0.3411281337238169,0.9153911302396738,0.7280212514757969,39.1142880755608
0,1.0,1.0,-3.203426503814917e-16,1.0,0.04051003541912633,0.4225407319952775
0,1.3443177978477971,0.541055925582521,0.9744972086464976,0.677006541627786,0.4218913813459268,0.7645029515938607
0,1.0,1.0,-3.203426503814917e-16,1.0,0.9155537190082644,0.8590247933884297
0,2.6589911138641296,0.8529535147067063,1.3586744500133823,0.4416462087072674,1.6306824085005902,0.9335796930342385
0,1.0,1.0,-3.203426503814917e-16,1.0,0.26304368358913816,0.49230460448642266
0,1.7134334232356383,0.8023271806642291,1.172342616128321,0.5567194407355399,0.47685714285714287,0.05986068476977568
0,2.348355304107793,0.8544627340027321,1.3676948153236563,0.4361679253517544,1.3205501770956316,0.7986092089728454
0,2.4788469184865236,0.8596497752884661,1.3651318899971119,0.4349239371416507,1.4772467532467533,0.9554356552538371
0,1.3278209266384362,0.6281011756882326,0.8802187231217566,0.7119132963945356,1.8843801652892562,1.0364817001180637
0,2.464437109857301,0.9190403399423753,1.243496953881209,0.4612691097516593,0.2605312868949233,1.4424746162927982
