Enfermedad,Autocorrelation,Correlation,JointEntropy,JointEnergy,Vasos,Manchas
0,1.0,1.0,-3.203426503814917e-16,1.0,0.2993128689492326,0.0927012987012987
0,2.8397152599774294,0.8403957197389913,1.3307411504888245,0.4627254618825907,1.0879386068476977,0.01463754427390791
0,2.5318331190734398,0.897747738207327,1.2883887142964268,0.45238554087933314,1.4886965761511215,1.6872868949232585
0,1.9723641907894107,0.8432635586763532,1.2783624872341568,0.4891316779551398,0.9472774498229044,0.31354899645808737
0,2.9081455462775025,0.9297854900879147,1.1445588311228723,0.5087799795506629,2.1028571428571428,1.0572727272727274
0,1.4058903621206917,0.8958377238381263,0.7348835603448857,0.7359354423441934,0.38720425029515937,0.6997969303423849
0,3.900529671278508,0.8617721332003155,1.3669208646120818,0.557478923942044,1.2587697756788665,3.7814757969303425
0,3.4314589634340043,0.8920441639076646,0.8821900074850755,0.6682254590090495,1.1456434474616293,2.597345926800472
0,1.0,1.0,-3.203426503814917e-16,1.0,0.5597095631641086,0.1755749704840614
0,2.574796642933355,0.9497069125297847,1.16513655863923,0.4773538654465228,1.39585360094451,2.537702479338843
0,2.467559690319849,0.9249584279494507,1.2297063890023374,0.4639862410501629,1.0411097992916174,2.594547815820543
0,2.11062023890233,0.9191051158836061,1.1858069366319997,0.4939960715535646,0.19002833530106258,1.060965761511216
0,1.0,1.0,-3.203426503814917e-16,1.0,0.5903801652892562,0.21127744982290436
0,1.0268167260017274,0.23520508720347638,0.14850293164532555,0.9635966856383386,0.5272514757969303,1.1507603305785123
